Industry,Age_Brackets,Tenure, Employees,Average Basic Salary
A-Agriculture and fishing,<55,11,1,2826
A-Agriculture and fishing,<55,11,4,1093
A-Agriculture and fishing,<55,11,1,3600
A-Agriculture and fishing,<55,11,7,2199
A-Agriculture and fishing,<55,11,2,1100
A-Agriculture and fishing,<55,11,8,800
A-Agriculture and fishing,<55,11,15,872
A-Agriculture and fishing,<55,11,3,9333
A-Agriculture and fishing,<55,11,5,920
A-Agriculture and fishing,<55,11,1,14375
A-Agriculture and fishing,<55,11,2,3859
A-Agriculture and fishing,<55,11,6,817
A-Agriculture and fishing,<55,11,3,18333
A-Agriculture and fishing,<55,11,4,6964
A-Agriculture and fishing,<55,11,1,3000
A-Agriculture and fishing,<55,11,9,878
A-Agriculture and fishing,<55,11,1,1320
A-Agriculture and fishing,<55,11,13,1111
A-Agriculture and fishing,<55,11,11,810
A-Agriculture and fishing,<55,11,15,1636
A-Agriculture and fishing,<55,11,4,2411
A-Agriculture and fishing,<55,11,1,9000
A-Agriculture and fishing,<55,11,25,1090
A-Agriculture and fishing,<55,11,12,942
A-Agriculture and fishing,<55,11,5,2164
A-Agriculture and fishing,<55,11,1,3900
A-Agriculture and fishing,<55,11,9,1081
A-Agriculture and fishing,<55,11,4,5900
A-Agriculture and fishing,<55,11,4,1037
A-Agriculture and fishing,<55,12,3,1360
A-Agriculture and fishing,<55,12,1,6000
A-Agriculture and fishing,<55,12,1,3500
A-Agriculture and fishing,<55,12,2,4700
A-Agriculture and fishing,<55,12,11,1152
A-Agriculture and fishing,<55,12,2,3100
A-Agriculture and fishing,<55,12,6,1117
A-Agriculture and fishing,<55,12,1,20000
A-Agriculture and fishing,<55,12,1,7500
A-Agriculture and fishing,<55,12,2,1333
A-Agriculture and fishing,<55,12,1,3000
A-Agriculture and fishing,<55,12,15,1347
A-Agriculture and fishing,<55,12,1,7600
A-Agriculture and fishing,<55,12,6,1933
A-Agriculture and fishing,<55,12,11,847
A-Agriculture and fishing,<55,12,9,767
A-Agriculture and fishing,<55,12,7,1386
A-Agriculture and fishing,<55,12,2,1250
A-Agriculture and fishing,<55,12,4,2400
A-Agriculture and fishing,<55,12,6,1789
A-Agriculture and fishing,<55,12,12,717
A-Agriculture and fishing,<55,12,1,1320
A-Agriculture and fishing,<55,12,4,1310
A-Agriculture and fishing,<55,12,2,4250
A-Agriculture and fishing,<55,12,17,1138
A-Agriculture and fishing,<55,12,8,1878
A-Agriculture and fishing,<55,12,7,1791
A-Agriculture and fishing,<55,12,13,985
A-Agriculture and fishing,<55,12,6,883
A-Agriculture and fishing,<55,12,3,2233
A-Agriculture and fishing,<55,12,1,1860
A-Agriculture and fishing,<55,12,12,1353
A-Agriculture and fishing,<55,12,13,825
A-Agriculture and fishing,<55,12,8,747
A-Agriculture and fishing,<55,12,1,1000
A-Agriculture and fishing,<55,12,2,6531
A-Agriculture and fishing,<55,12,1,6000
A-Agriculture and fishing,<55,13,11,1064
A-Agriculture and fishing,<55,13,1,6000
A-Agriculture and fishing,<55,13,1,1308
A-Agriculture and fishing,<55,13,14,716
A-Agriculture and fishing,<55,13,2,1356
A-Agriculture and fishing,<55,13,13,799
A-Agriculture and fishing,<55,13,12,1286
A-Agriculture and fishing,<55,13,12,942
A-Agriculture and fishing,<55,13,3,767
A-Agriculture and fishing,<55,13,2,2875
A-Agriculture and fishing,<55,13,9,847
A-Agriculture and fishing,<55,13,1,400
A-Agriculture and fishing,<55,13,1,4000
A-Agriculture and fishing,<55,13,1,4553
A-Agriculture and fishing,<55,13,3,27333
A-Agriculture and fishing,<55,13,2,950
A-Agriculture and fishing,<55,13,3,1109
A-Agriculture and fishing,<55,13,9,800
A-Agriculture and fishing,<55,13,7,657
A-Agriculture and fishing,<55,13,5,1452
A-Agriculture and fishing,<55,13,1,2000
A-Agriculture and fishing,<55,13,10,868
A-Agriculture and fishing,<55,13,7,976
A-Agriculture and fishing,<55,13,1,900
A-Agriculture and fishing,<55,13,1,1861
A-Agriculture and fishing,<55,13,5,1043
A-Agriculture and fishing,<55,13,10,1373
A-Agriculture and fishing,<55,13,6,767
A-Agriculture and fishing,<55,14,6,967
A-Agriculture and fishing,<55,14,3,707
A-Agriculture and fishing,<55,14,75,857
A-Agriculture and fishing,<55,14,2,5725
A-Agriculture and fishing,<55,14,1,6000
A-Agriculture and fishing,<55,14,29,934
A-Agriculture and fishing,<55,14,1,2400
A-Agriculture and fishing,<55,14,2,800
A-Agriculture and fishing,<55,14,54,883
A-Agriculture and fishing,<55,14,36,842
A-Agriculture and fishing,<55,14,4,850
A-Agriculture and fishing,<55,14,3,1933
A-Agriculture and fishing,<55,14,2,2970
A-Agriculture and fishing,<55,14,3,3924
A-Agriculture and fishing,<55,14,11,945
A-Agriculture and fishing,<55,14,1,2000
A-Agriculture and fishing,<55,14,1,1325
A-Agriculture and fishing,<55,14,8,848
A-Agriculture and fishing,<55,14,2,7000
A-Agriculture and fishing,<55,14,1,600
A-Agriculture and fishing,<55,14,1,2100
A-Agriculture and fishing,<55,14,18,782
A-Agriculture and fishing,<55,14,2,2300
A-Agriculture and fishing,<55,14,1,500
A-Agriculture and fishing,<55,14,7,866
A-Agriculture and fishing,<55,14,9,722
A-Agriculture and fishing,<55,14,14,836
A-Agriculture and fishing,<55,14,133,793
A-Agriculture and fishing,<55,14,9,1044
A-Agriculture and fishing,<55,14,3,3200
A-Agriculture and fishing,<55,14,19,942
A-Agriculture and fishing,<55,14,2,700
A-Agriculture and fishing,<55,15,9,950
A-Agriculture and fishing,<55,15,16,1233
A-Agriculture and fishing,<55,15,1,11193
A-Agriculture and fishing,<55,15,1,800
A-Agriculture and fishing,<55,15,1,5200
A-Agriculture and fishing,<55,15,2,5750
A-Agriculture and fishing,<55,15,1,4000
A-Agriculture and fishing,<55,15,29,853
A-Agriculture and fishing,<55,15,1,5750
A-Agriculture and fishing,<55,15,2,1620
A-Agriculture and fishing,<55,15,1,5100
A-Agriculture and fishing,<55,15,1,1000
A-Agriculture and fishing,<55,15,63,898
A-Agriculture and fishing,<55,15,10,800
A-Agriculture and fishing,<55,15,2,960
A-Agriculture and fishing,<55,15,6,907
A-Agriculture and fishing,<55,15,2,4430
A-Agriculture and fishing,<55,15,59,809
A-Agriculture and fishing,<55,15,3,920
A-Agriculture and fishing,<55,15,2,4189
A-Agriculture and fishing,<55,15,12,1067
A-Agriculture and fishing,<55,15,1,3000
A-Agriculture and fishing,<55,15,4,1255
A-Agriculture and fishing,<55,15,3,967
A-Agriculture and fishing,<55,15,1,1356
A-Agriculture and fishing,<55,15,1,6250
A-Agriculture and fishing,<55,15,1,700
A-Agriculture and fishing,<55,15,9,1356
A-Agriculture and fishing,<55,15,17,985
A-Agriculture and fishing,<55,16,3,849
A-Agriculture and fishing,<55,16,2,1620
A-Agriculture and fishing,<55,16,2,910
A-Agriculture and fishing,<55,16,53,934
A-Agriculture and fishing,<55,16,1,1200
A-Agriculture and fishing,<55,16,1,5000
A-Agriculture and fishing,<55,16,11,1023
A-Agriculture and fishing,<55,16,5,880
A-Agriculture and fishing,<55,16,3,9337
A-Agriculture and fishing,<55,16,1,1000
A-Agriculture and fishing,<55,16,1,2000
A-Agriculture and fishing,<55,16,17,959
A-Agriculture and fishing,<55,16,1,3000
A-Agriculture and fishing,<55,16,19,1150
A-Agriculture and fishing,<55,16,14,993
A-Agriculture and fishing,<55,16,50,846
A-Agriculture and fishing,<55,16,1,2125
A-Agriculture and fishing,<55,16,1,1575
A-Agriculture and fishing,<55,16,2,4600
A-Agriculture and fishing,<55,16,10,1648
A-Agriculture and fishing,<55,16,3,2467
A-Agriculture and fishing,<55,16,1,600
A-Agriculture and fishing,<55,16,11,936
A-Agriculture and fishing,<55,16,15,1007
A-Agriculture and fishing,<55,16,5,1680
A-Agriculture and fishing,<55,17,1,1200
A-Agriculture and fishing,<55,17,2,5700
A-Agriculture and fishing,<55,17,1,5100
A-Agriculture and fishing,<55,17,6,1020
A-Agriculture and fishing,<55,17,2,10000
A-Agriculture and fishing,<55,17,1,3600
A-Agriculture and fishing,<55,17,31,847
A-Agriculture and fishing,<55,17,1,2400
A-Agriculture and fishing,<55,17,11,1044
A-Agriculture and fishing,<55,17,2,1015
A-Agriculture and fishing,<55,17,4,1225
A-Agriculture and fishing,<55,17,7,1543
A-Agriculture and fishing,<55,17,1,2000
A-Agriculture and fishing,<55,17,10,1321
A-Agriculture and fishing,<55,17,2,9500
A-Agriculture and fishing,<55,17,2,2375
A-Agriculture and fishing,<55,17,28,924
A-Agriculture and fishing,<55,17,16,813
A-Agriculture and fishing,<55,17,1,13500
A-Agriculture and fishing,<55,17,2,5750
A-Agriculture and fishing,<55,17,1,2343
A-Agriculture and fishing,<55,17,1,1500
A-Agriculture and fishing,<55,17,5,1020
A-Agriculture and fishing,<55,17,1,2000
A-Agriculture and fishing,<55,17,1,5700
A-Agriculture and fishing,<55,17,25,918
A-Agriculture and fishing,<55,17,1,900
A-Agriculture and fishing,<55,17,3,1167
A-Agriculture and fishing,<55,18,3,1883
A-Agriculture and fishing,<55,18,1,8400
A-Agriculture and fishing,<55,18,5,1420
A-Agriculture and fishing,<55,18,12,1716
A-Agriculture and fishing,<55,18,1,800
A-Agriculture and fishing,<55,18,12,1353
A-Agriculture and fishing,<55,18,1,660
A-Agriculture and fishing,<55,18,2,11000
A-Agriculture and fishing,<55,18,2,1400
A-Agriculture and fishing,<55,18,1,3850
A-Agriculture and fishing,<55,18,17,891
A-Agriculture and fishing,<55,18,1,4000
A-Agriculture and fishing,<55,18,2,5700
A-Agriculture and fishing,<55,18,7,1197
A-Agriculture and fishing,<55,18,1,8800
A-Agriculture and fishing,<55,18,1,8000
A-Agriculture and fishing,<55,18,1,1592
A-Agriculture and fishing,<55,18,8,1150
A-Agriculture and fishing,<55,18,23,998
A-Agriculture and fishing,<55,18,4,1526
A-Agriculture and fishing,<55,18,1,600
A-Agriculture and fishing,<55,18,1,7000
A-Agriculture and fishing,<55,18,10,1050
A-Agriculture and fishing,<55,18,1,2225
A-Agriculture and fishing,<55,18,1,7000
A-Agriculture and fishing,<55,18,37,832
A-Agriculture and fishing,<55,18,3,1617
A-Agriculture and fishing,<55,18,2,850
A-Agriculture and fishing,<55,18,5,3641
A-Agriculture and fishing,<55,18,7,2619
A-Agriculture and fishing,<55,18,1,4000
A-Agriculture and fishing,<55,18,1,1800
A-Agriculture and fishing,<55,19,1,11880
A-Agriculture and fishing,<55,19,4,1365
A-Agriculture and fishing,<55,19,3,993
A-Agriculture and fishing,<55,19,1,1000
A-Agriculture and fishing,<55,19,24,821
A-Agriculture and fishing,<55,19,7,963
A-Agriculture and fishing,<55,19,1,5115
A-Agriculture and fishing,<55,19,2,4677
A-Agriculture and fishing,<55,19,2,10275
A-Agriculture and fishing,<55,19,1,4000
A-Agriculture and fishing,<55,19,1,1500
A-Agriculture and fishing,<55,19,9,1416
A-Agriculture and fishing,<55,19,3,567
A-Agriculture and fishing,<55,19,4,9530
A-Agriculture and fishing,<55,19,2,985
A-Agriculture and fishing,<55,19,3,2367
A-Agriculture and fishing,<55,19,7,4009
A-Agriculture and fishing,<55,19,3,733
A-Agriculture and fishing,<55,19,1,2000
A-Agriculture and fishing,<55,19,8,913
A-Agriculture and fishing,<55,19,16,719
A-Agriculture and fishing,<55,19,1,1723
A-Agriculture and fishing,<55,19,2,5150
A-Agriculture and fishing,<55,19,8,1088
A-Agriculture and fishing,<55,20,1,1000
A-Agriculture and fishing,<55,20,4,650
A-Agriculture and fishing,<55,20,3,2287
A-Agriculture and fishing,<55,20,1,6000
A-Agriculture and fishing,<55,20,1,16800
A-Agriculture and fishing,<55,20,2,1100
A-Agriculture and fishing,<55,20,2,3621
A-Agriculture and fishing,<55,20,10,815
A-Agriculture and fishing,<55,20,1,780
A-Agriculture and fishing,<55,20,5,940
A-Agriculture and fishing,<55,20,4,1000
A-Agriculture and fishing,<55,20,2,750
A-Agriculture and fishing,<55,20,1,2275
A-Agriculture and fishing,<55,20,2,1927
A-Agriculture and fishing,<55,20,1,3500
A-Agriculture and fishing,<55,20,8,906
A-Agriculture and fishing,<55,20,1,700
A-Agriculture and fishing,<55,20,17,1518
A-Agriculture and fishing,<55,21,2,1500
A-Agriculture and fishing,<55,21,1,45000
A-Agriculture and fishing,<55,21,11,1118
A-Agriculture and fishing,<55,21,1,1000
A-Agriculture and fishing,<55,21,1,1000
A-Agriculture and fishing,<55,21,1,7000
A-Agriculture and fishing,<55,21,6,1117
A-Agriculture and fishing,<55,21,1,3400
A-Agriculture and fishing,<55,21,1,1000
A-Agriculture and fishing,<55,21,1,18600
A-Agriculture and fishing,<55,21,7,843
A-Agriculture and fishing,<55,21,1,1320
A-Agriculture and fishing,<55,21,15,987
A-Agriculture and fishing,<55,21,2,7350
A-Agriculture and fishing,<55,22,2,2400
A-Agriculture and fishing,<55,22,1,7000
A-Agriculture and fishing,<55,22,3,2050
A-Agriculture and fishing,<55,22,3,1277
A-Agriculture and fishing,<55,22,5,1140
A-Agriculture and fishing,<55,22,2,650
A-Agriculture and fishing,<55,22,1,800
A-Agriculture and fishing,<55,22,1,1875
A-Agriculture and fishing,<55,22,1,1000
A-Agriculture and fishing,<55,22,1,4920
A-Agriculture and fishing,<55,22,9,1189
A-Agriculture and fishing,<55,22,3,1033
A-Agriculture and fishing,<55,22,8,850
A-Agriculture and fishing,<55,22,1,27144
A-Agriculture and fishing,<55,23,3,1100
A-Agriculture and fishing,<55,23,9,889
A-Agriculture and fishing,<55,23,1,1693
A-Agriculture and fishing,<55,23,4,1038
A-Agriculture and fishing,<55,23,8,756
A-Agriculture and fishing,<55,23,4,1148
A-Agriculture and fishing,<55,23,1,1000
A-Agriculture and fishing,<55,23,4,1448
A-Agriculture and fishing,<55,23,2,1530
A-Agriculture and fishing,<55,23,2,1396
A-Agriculture and fishing,<55,24,1,1000
A-Agriculture and fishing,<55,24,4,950
A-Agriculture and fishing,<55,24,2,1500
A-Agriculture and fishing,<55,24,1,4000
A-Agriculture and fishing,<55,24,1,600
A-Agriculture and fishing,<55,24,15,792
A-Agriculture and fishing,<55,24,1,700
A-Agriculture and fishing,<55,24,16,919
A-Agriculture and fishing,<55,24,1,500
A-Agriculture and fishing,<55,24,4,1075
A-Agriculture and fishing,<55,25,2,1350
A-Agriculture and fishing,<55,25,1,10000
A-Agriculture and fishing,<55,25,1,3000
A-Agriculture and fishing,<55,25,21,1500
A-Agriculture and fishing,<55,25,2,600
A-Agriculture and fishing,<55,25,7,1400
A-Agriculture and fishing,<55,25,3,733
A-Agriculture and fishing,<55,25,1,5000
A-Agriculture and fishing,<55,25,7,771
A-Agriculture and fishing,<55,25,1,1000
A-Agriculture and fishing,<55,25,1,4000
A-Agriculture and fishing,<55,26,4,950
A-Agriculture and fishing,<55,26,16,1413
A-Agriculture and fishing,<55,26,3,1000
A-Agriculture and fishing,<55,26,21,829
A-Agriculture and fishing,<55,26,2,1688
A-Agriculture and fishing,<55,26,3,2177
A-Agriculture and fishing,<55,27,3,1200
A-Agriculture and fishing,<55,27,10,860
A-Agriculture and fishing,<55,27,1,800
A-Agriculture and fishing,<55,27,1,2100
A-Agriculture and fishing,55-59,0,2,6600
A-Agriculture and fishing,55-59,0,10,770
A-Agriculture and fishing,55-59,0,1,800
A-Agriculture and fishing,55-59,0,2,2000
A-Agriculture and fishing,55-59,0,1,3780
A-Agriculture and fishing,55-59,0,21,838
A-Agriculture and fishing,55-59,0,5,920
A-Agriculture and fishing,55-59,0,20,772
A-Agriculture and fishing,55-59,0,21,690
A-Agriculture and fishing,55-59,1,4,1750
A-Agriculture and fishing,55-59,1,4,8466
A-Agriculture and fishing,55-59,1,25,822
A-Agriculture and fishing,55-59,1,22,1050
A-Agriculture and fishing,55-59,1,13,1338
A-Agriculture and fishing,55-59,1,2,21500
A-Agriculture and fishing,55-59,1,1,1000
A-Agriculture and fishing,55-59,2,2,1350
A-Agriculture and fishing,55-59,2,6,808
A-Agriculture and fishing,55-59,2,4,3050
A-Agriculture and fishing,55-59,2,29,836
A-Agriculture and fishing,55-59,2,2,1000
A-Agriculture and fishing,55-59,2,4,16768
A-Agriculture and fishing,55-59,2,1,5000
A-Agriculture and fishing,55-59,2,19,1689
A-Agriculture and fishing,55-59,3,2,3850
A-Agriculture and fishing,55-59,3,20,1565
A-Agriculture and fishing,55-59,3,5,1790
A-Agriculture and fishing,55-59,3,10,867
A-Agriculture and fishing,55-59,3,2,1475
A-Agriculture and fishing,55-59,3,1,7560
A-Agriculture and fishing,55-59,3,14,879
A-Agriculture and fishing,55-59,4,2,11398
A-Agriculture and fishing,55-59,4,14,1221
A-Agriculture and fishing,55-59,4,5,730
A-Agriculture and fishing,55-59,4,1,1000
A-Agriculture and fishing,55-59,4,1,3500
A-Agriculture and fishing,55-59,4,11,948
A-Agriculture and fishing,55-59,5,1,2000
A-Agriculture and fishing,55-59,5,2,2800
A-Agriculture and fishing,55-59,5,1,5000
A-Agriculture and fishing,55-59,5,13,904
A-Agriculture and fishing,55-59,5,8,925
A-Agriculture and fishing,55-59,5,1,4000
A-Agriculture and fishing,55-59,5,2,6496
A-Agriculture and fishing,55-59,5,1,6000
A-Agriculture and fishing,55-59,5,12,903
A-Agriculture and fishing,55-59,6,8,856
A-Agriculture and fishing,55-59,6,4,1025
A-Agriculture and fishing,55-59,6,3,800
A-Agriculture and fishing,55-59,7,1,4000
A-Agriculture and fishing,55-59,7,3,1003
A-Agriculture and fishing,55-59,7,5,1000
A-Agriculture and fishing,55-59,7,1,5619
A-Agriculture and fishing,55-59,7,7,1071
A-Agriculture and fishing,55-59,8,7,933
A-Agriculture and fishing,55-59,8,10,1180
A-Agriculture and fishing,55-59,8,6,1675
A-Agriculture and fishing,55-59,8,1,1000
A-Agriculture and fishing,55-59,9,4,968
A-Agriculture and fishing,55-59,9,3,938
A-Agriculture and fishing,55-59,9,4,775
A-Agriculture and fishing,55-59,10,8,1256
A-Agriculture and fishing,55-59,10,1,4210
A-Agriculture and fishing,55-59,10,6,997
A-Agriculture and fishing,55-59,10,3,900
A-Agriculture and fishing,55-59,10,1,31701
A-Agriculture and fishing,55-59,11,1,18000
A-Agriculture and fishing,55-59,11,2,11000
A-Agriculture and fishing,55-59,11,4,945
A-Agriculture and fishing,55-59,11,1,1500
A-Agriculture and fishing,55-59,11,5,780
A-Agriculture and fishing,55-59,11,8,1163
A-Agriculture and fishing,55-59,12,3,1008
A-Agriculture and fishing,55-59,12,4,800
A-Agriculture and fishing,55-59,12,1,10196
A-Agriculture and fishing,55-59,12,2,900
A-Agriculture and fishing,55-59,12,1,600
A-Agriculture and fishing,55-59,13,1,3500
A-Agriculture and fishing,55-59,13,6,1334
A-Agriculture and fishing,55-59,13,2,650
A-Agriculture and fishing,55-59,13,1,2200
A-Agriculture and fishing,55-59,13,1,4000
A-Agriculture and fishing,55-59,14,7,1014
A-Agriculture and fishing,55-59,14,1,1500
A-Agriculture and fishing,55-59,14,1,1000
A-Agriculture and fishing,55-59,14,6,688
A-Agriculture and fishing,55-59,15,1,4800
A-Agriculture and fishing,55-59,15,8,913
A-Agriculture and fishing,55-59,15,18,722
A-Agriculture and fishing,55-59,15,2,905
A-Agriculture and fishing,55-59,16,8,1013
A-Agriculture and fishing,55-59,16,2,945
A-Agriculture and fishing,55-59,16,7,1011
A-Agriculture and fishing,55-59,17,1,800
A-Agriculture and fishing,55-59,17,2,1400
A-Agriculture and fishing,55-59,17,1,1000
A-Agriculture and fishing,55-59,17,7,1113
A-Agriculture and fishing,55-59,17,7,614
A-Agriculture and fishing,55-59,18,3,4117
A-Agriculture and fishing,55-59,18,1,5000
A-Agriculture and fishing,55-59,18,2,1290
A-Agriculture and fishing,55-59,18,2,1150
A-Agriculture and fishing,55-59,18,9,1369
A-Agriculture and fishing,55-59,19,1,7200
A-Agriculture and fishing,55-59,19,2,2024
A-Agriculture and fishing,55-59,19,2,17000
A-Agriculture and fishing,55-59,19,3,1200
A-Agriculture and fishing,55-59,19,3,933
A-Agriculture and fishing,55-59,20,6,783
