Industry,Age_Brackets,Tenure, Employees,Average Basic Salary
K-Financial activities,<55,3,155,3062
K-Financial activities,<55,3,180,4256
K-Financial activities,<55,3,96,2192
K-Financial activities,<55,3,16,2116
K-Financial activities,<55,3,199,1419
K-Financial activities,<55,3,379,7053
K-Financial activities,<55,3,125,2147
K-Financial activities,<55,3,133,2422
K-Financial activities,<55,3,42,1926
K-Financial activities,<55,3,401,8226
K-Financial activities,<55,3,425,4391
K-Financial activities,<55,3,264,4065
K-Financial activities,<55,3,166,31984
K-Financial activities,<55,3,119,11732
K-Financial activities,<55,3,337,25478
K-Financial activities,<55,3,270,5000
K-Financial activities,<55,3,424,3126
K-Financial activities,<55,3,8,9213
K-Financial activities,<55,3,81,4207
K-Financial activities,<55,3,26,1157
K-Financial activities,<55,3,388,2693
K-Financial activities,<55,3,38,8800
K-Financial activities,<55,3,20,1168
K-Financial activities,<55,3,143,2791
K-Financial activities,<55,3,681,2168
K-Financial activities,<55,3,649,3386
K-Financial activities,<55,3,390,5680
K-Financial activities,<55,3,52,6805
K-Financial activities,<55,3,38,1453
K-Financial activities,<55,3,17,1652
K-Financial activities,<55,3,417,17911
K-Financial activities,<55,3,348,5317
K-Financial activities,<55,3,59,3668
K-Financial activities,<55,3,422,2226
K-Financial activities,<55,3,220,10609
K-Financial activities,<55,3,37,3108
K-Financial activities,<55,3,49,1886
K-Financial activities,<55,3,263,14160
K-Financial activities,<55,3,123,11501
K-Financial activities,<55,3,197,7660
K-Financial activities,<55,3,585,3936
K-Financial activities,<55,4,21,1270
K-Financial activities,<55,4,22,1757
K-Financial activities,<55,4,99,2251
K-Financial activities,<55,4,151,7468
K-Financial activities,<55,4,179,9164
K-Financial activities,<55,4,373,2779
K-Financial activities,<55,4,256,24413
K-Financial activities,<55,4,490,3202
K-Financial activities,<55,4,142,5473
K-Financial activities,<55,4,371,5231
K-Financial activities,<55,4,97,4602
K-Financial activities,<55,4,367,18202
K-Financial activities,<55,4,258,14818
K-Financial activities,<55,4,51,2077
K-Financial activities,<55,4,39,9538
K-Financial activities,<55,4,81,11524
K-Financial activities,<55,4,78,2137
K-Financial activities,<55,4,352,2500
K-Financial activities,<55,4,49,9447
K-Financial activities,<55,4,259,2544
K-Financial activities,<55,4,1,765
K-Financial activities,<55,4,39,4969
K-Financial activities,<55,4,370,1814
K-Financial activities,<55,4,104,1869
K-Financial activities,<55,4,30,6606
K-Financial activities,<55,4,239,5151
K-Financial activities,<55,4,229,3877
K-Financial activities,<55,4,386,4090
K-Financial activities,<55,4,15,1899
K-Financial activities,<55,4,538,3494
K-Financial activities,<55,4,330,8600
K-Financial activities,<55,4,10,4387
K-Financial activities,<55,4,61,1896
K-Financial activities,<55,4,215,3915
K-Financial activities,<55,4,108,8864
K-Financial activities,<55,4,202,4591
K-Financial activities,<55,4,458,6868
K-Financial activities,<55,4,78,6942
K-Financial activities,<55,4,297,6911
K-Financial activities,<55,4,4,9525
K-Financial activities,<55,4,65,2624
K-Financial activities,<55,4,113,24802
K-Financial activities,<55,4,3,6567
K-Financial activities,<55,4,389,20311
K-Financial activities,<55,4,146,2948
K-Financial activities,<55,4,128,2134
K-Financial activities,<55,4,1,1000
K-Financial activities,<55,4,93,1394
K-Financial activities,<55,4,51,1543
K-Financial activities,<55,4,41,7935
K-Financial activities,<55,4,87,3818
K-Financial activities,<55,4,17,1342
K-Financial activities,<55,4,349,2795
K-Financial activities,<55,4,76,4243
K-Financial activities,<55,4,47,16048
K-Financial activities,<55,4,36,2518
K-Financial activities,<55,4,1,100
K-Financial activities,<55,4,30,1732
K-Financial activities,<55,4,47,1473
K-Financial activities,<55,5,11,1994
K-Financial activities,<55,5,51,1605
K-Financial activities,<55,5,86,5508
K-Financial activities,<55,5,37,7428
K-Financial activities,<55,5,163,3495
K-Financial activities,<55,5,39,6860
K-Financial activities,<55,5,35,2377
K-Financial activities,<55,5,82,22250
K-Financial activities,<55,5,164,1835
K-Financial activities,<55,5,69,4798
K-Financial activities,<55,5,2,1026
K-Financial activities,<55,5,206,5289
K-Financial activities,<55,5,87,4261
K-Financial activities,<55,5,234,5004
K-Financial activities,<55,5,1,1030
K-Financial activities,<55,5,188,8487
K-Financial activities,<55,5,1,4200
K-Financial activities,<55,5,5,2220
K-Financial activities,<55,5,21,2890
K-Financial activities,<55,5,2,1521
K-Financial activities,<55,5,131,4738
K-Financial activities,<55,5,117,15268
K-Financial activities,<55,5,92,2709
K-Financial activities,<55,5,67,2538
K-Financial activities,<55,5,33,2436
K-Financial activities,<55,5,94,5693
K-Financial activities,<55,5,121,9358
K-Financial activities,<55,5,114,8501
K-Financial activities,<55,5,1,5400
K-Financial activities,<55,5,55,10020
K-Financial activities,<55,5,16,1958
K-Financial activities,<55,5,19,7040
K-Financial activities,<55,5,31,1720
K-Financial activities,<55,5,54,3292
K-Financial activities,<55,5,25,1692
K-Financial activities,<55,5,64,8252
K-Financial activities,<55,5,137,4768
K-Financial activities,<55,5,30,17188
K-Financial activities,<55,5,236,6025
K-Financial activities,<55,5,16,2964
K-Financial activities,<55,5,194,3196
K-Financial activities,<55,5,189,3196
K-Financial activities,<55,5,3,895
K-Financial activities,<55,5,33,12422
K-Financial activities,<55,5,177,23823
K-Financial activities,<55,5,211,5760
K-Financial activities,<55,5,43,2237
K-Financial activities,<55,5,219,5174
K-Financial activities,<55,5,54,2213
K-Financial activities,<55,5,24,2714
K-Financial activities,<55,5,192,16665
K-Financial activities,<55,5,33,1558
K-Financial activities,<55,5,1,1030
K-Financial activities,<55,5,3,994
K-Financial activities,<55,5,27,5255
K-Financial activities,<55,5,207,2809
K-Financial activities,<55,5,222,20483
K-Financial activities,<55,5,34,1845
K-Financial activities,<55,5,120,2657
K-Financial activities,<55,6,222,3383
K-Financial activities,<55,6,13,10552
K-Financial activities,<55,6,22,2693
K-Financial activities,<55,6,166,4567
K-Financial activities,<55,6,16,2409
K-Financial activities,<55,6,10,3410
K-Financial activities,<55,6,55,5765
K-Financial activities,<55,6,91,3210
K-Financial activities,<55,6,47,14557
K-Financial activities,<55,6,14,7150
K-Financial activities,<55,6,46,4765
K-Financial activities,<55,6,76,7783
K-Financial activities,<55,6,61,5354
K-Financial activities,<55,6,158,6682
K-Financial activities,<55,6,78,5170
K-Financial activities,<55,6,192,6780
K-Financial activities,<55,6,117,24870
K-Financial activities,<55,6,90,10888
K-Financial activities,<55,6,18,1468
K-Financial activities,<55,6,139,17446
K-Financial activities,<55,6,55,2374
K-Financial activities,<55,6,165,8832
K-Financial activities,<55,6,8,1861
K-Financial activities,<55,6,31,7259
K-Financial activities,<55,6,20,2653
K-Financial activities,<55,6,1,1390
K-Financial activities,<55,6,1,200
K-Financial activities,<55,6,1,1660
K-Financial activities,<55,6,174,2613
K-Financial activities,<55,6,1,1075
K-Financial activities,<55,6,54,30986
K-Financial activities,<55,6,51,6782
K-Financial activities,<55,6,1,1390
K-Financial activities,<55,6,43,2446
K-Financial activities,<55,6,87,13253
K-Financial activities,<55,6,66,2921
K-Financial activities,<55,6,40,10288
K-Financial activities,<55,6,25,2040
K-Financial activities,<55,6,10,5560
K-Financial activities,<55,6,48,4711
K-Financial activities,<55,6,64,2639
K-Financial activities,<55,6,148,2697
K-Financial activities,<55,6,67,4981
K-Financial activities,<55,6,142,5554
K-Financial activities,<55,6,146,2939
K-Financial activities,<55,6,118,5006
K-Financial activities,<55,6,144,21540
K-Financial activities,<55,6,5,3421
K-Financial activities,<55,6,22,3140
K-Financial activities,<55,6,17,6800
K-Financial activities,<55,6,2,1700
K-Financial activities,<55,6,19,2160
K-Financial activities,<55,6,11,1551
K-Financial activities,<55,6,2,1240
K-Financial activities,<55,6,31,2357
K-Financial activities,<55,6,102,1905
K-Financial activities,<55,6,20,9186
K-Financial activities,<55,7,58,2483
K-Financial activities,<55,7,24,1857
K-Financial activities,<55,7,184,6037
K-Financial activities,<55,7,98,2527
K-Financial activities,<55,7,164,2092
K-Financial activities,<55,7,143,4066
K-Financial activities,<55,7,7,2216
K-Financial activities,<55,7,120,4052
K-Financial activities,<55,7,195,3243
K-Financial activities,<55,7,84,3100
K-Financial activities,<55,7,172,8946
K-Financial activities,<55,7,65,24316
K-Financial activities,<55,7,38,5494
K-Financial activities,<55,7,178,18580
K-Financial activities,<55,7,190,21378
K-Financial activities,<55,7,21,2028
K-Financial activities,<55,7,19,10135
K-Financial activities,<55,7,147,2680
K-Financial activities,<55,7,249,6739
K-Financial activities,<55,7,7,4897
K-Financial activities,<55,7,40,14536
K-Financial activities,<55,7,79,1862
K-Financial activities,<55,7,20,3127
K-Financial activities,<55,7,22,1572
K-Financial activities,<55,7,71,3038
K-Financial activities,<55,7,111,12791
K-Financial activities,<55,7,1,1390
K-Financial activities,<55,7,39,2324
K-Financial activities,<55,7,154,21559
K-Financial activities,<55,7,43,2628
K-Financial activities,<55,7,1,1405
K-Financial activities,<55,7,202,5314
K-Financial activities,<55,7,33,3037
K-Financial activities,<55,7,22,1651
K-Financial activities,<55,7,13,6222
K-Financial activities,<55,7,25,8022
K-Financial activities,<55,7,17,11692
K-Financial activities,<55,7,23,2155
K-Financial activities,<55,7,26,2751
K-Financial activities,<55,7,52,5300
K-Financial activities,<55,7,17,2310
K-Financial activities,<55,7,18,7752
K-Financial activities,<55,7,83,4944
K-Financial activities,<55,7,36,7206
K-Financial activities,<55,7,53,5245
K-Financial activities,<55,7,37,5944
K-Financial activities,<55,7,91,8744
K-Financial activities,<55,7,26,2591
K-Financial activities,<55,7,125,7940
K-Financial activities,<55,7,59,9791
K-Financial activities,<55,8,13,2062
K-Financial activities,<55,8,22,3913
K-Financial activities,<55,8,122,5068
K-Financial activities,<55,8,18,2475
K-Financial activities,<55,8,15,1844
K-Financial activities,<55,8,173,6722
K-Financial activities,<55,8,1,1150
K-Financial activities,<55,8,106,2568
K-Financial activities,<55,8,47,2656
K-Financial activities,<55,8,168,7730
K-Financial activities,<55,8,23,1705
K-Financial activities,<55,8,168,21386
K-Financial activities,<55,8,38,2308
K-Financial activities,<55,8,141,2772
K-Financial activities,<55,8,19,3909
K-Financial activities,<55,8,61,4433
K-Financial activities,<55,8,14,4632
K-Financial activities,<55,8,11,1816
K-Financial activities,<55,8,13,6196
K-Financial activities,<55,8,79,7096
K-Financial activities,<55,8,13,1657
K-Financial activities,<55,8,32,9625
K-Financial activities,<55,8,92,25022
K-Financial activities,<55,8,117,3776
K-Financial activities,<55,8,177,17430
K-Financial activities,<55,8,155,6060
K-Financial activities,<55,8,41,3948
K-Financial activities,<55,8,53,22846
K-Financial activities,<55,8,90,11371
K-Financial activities,<55,8,13,1972
K-Financial activities,<55,8,24,5090
K-Financial activities,<55,8,39,2196
K-Financial activities,<55,8,214,4717
K-Financial activities,<55,8,3,11500
K-Financial activities,<55,8,147,3533
K-Financial activities,<55,8,20,9092
K-Financial activities,<55,8,47,8044
K-Financial activities,<55,8,30,2077
K-Financial activities,<55,8,92,2627
K-Financial activities,<55,8,51,2282
K-Financial activities,<55,8,89,4726
K-Financial activities,<55,8,33,5893
K-Financial activities,<55,8,13,1730
K-Financial activities,<55,8,80,11713
K-Financial activities,<55,8,33,11469
K-Financial activities,<55,8,18,10844
K-Financial activities,<55,8,19,2115
K-Financial activities,<55,8,9,5928
K-Financial activities,<55,8,9,2224
K-Financial activities,<55,9,4,6525
K-Financial activities,<55,9,79,23601
K-Financial activities,<55,9,6,4767
K-Financial activities,<55,9,23,10282
K-Financial activities,<55,9,29,2177
K-Financial activities,<55,9,8,1863
K-Financial activities,<55,9,22,3032
K-Financial activities,<55,9,36,3556
K-Financial activities,<55,9,28,2505
K-Financial activities,<55,9,143,16979
K-Financial activities,<55,9,89,3127
K-Financial activities,<55,9,20,13962
K-Financial activities,<55,9,154,6595
K-Financial activities,<55,9,7,3271
K-Financial activities,<55,9,146,22083
K-Financial activities,<55,9,12,1841
K-Financial activities,<55,9,59,8415
K-Financial activities,<55,9,24,2090
K-Financial activities,<55,9,20,2435
K-Financial activities,<55,9,3,4168
K-Financial activities,<55,9,61,4865
K-Financial activities,<55,9,108,3796
K-Financial activities,<55,9,121,6823
K-Financial activities,<55,9,17,2714
K-Financial activities,<55,9,43,26087
K-Financial activities,<55,9,14,2411
K-Financial activities,<55,9,9,3868
K-Financial activities,<55,9,11,3433
K-Financial activities,<55,9,28,1520
K-Financial activities,<55,9,26,6775
K-Financial activities,<55,9,9,3192
K-Financial activities,<55,9,96,2156
K-Financial activities,<55,9,1,1500
K-Financial activities,<55,9,69,9021
K-Financial activities,<55,9,20,7650
K-Financial activities,<55,9,38,2387
K-Financial activities,<55,9,129,5376
K-Financial activities,<55,9,26,2084
K-Financial activities,<55,9,154,7943
K-Financial activities,<55,9,9,1867
K-Financial activities,<55,9,122,3158
K-Financial activities,<55,9,65,4813
K-Financial activities,<55,9,127,3430
K-Financial activities,<55,9,42,15812
K-Financial activities,<55,9,117,4082
K-Financial activities,<55,9,93,8012
K-Financial activities,<55,9,6,1533
K-Financial activities,<55,9,43,2665
K-Financial activities,<55,9,1,1080
K-Financial activities,<55,9,78,11036
K-Financial activities,<55,10,11,2020
K-Financial activities,<55,10,68,11792
K-Financial activities,<55,10,81,7686
K-Financial activities,<55,10,37,15916
K-Financial activities,<55,10,25,2566
K-Financial activities,<55,10,41,4248
K-Financial activities,<55,10,1,10500
K-Financial activities,<55,10,42,23915
K-Financial activities,<55,10,27,2481
K-Financial activities,<55,10,19,2746
K-Financial activities,<55,10,164,21362
K-Financial activities,<55,10,10,1554
K-Financial activities,<55,10,13,3275
K-Financial activities,<55,10,15,1898
K-Financial activities,<55,10,152,4667
K-Financial activities,<55,10,5,1203
K-Financial activities,<55,10,63,3398
K-Financial activities,<55,10,11,2637
K-Financial activities,<55,10,17,15907
K-Financial activities,<55,10,96,21544
K-Financial activities,<55,10,105,2956
K-Financial activities,<55,10,29,7077
K-Financial activities,<55,10,45,3623
K-Financial activities,<55,10,152,13822
K-Financial activities,<55,10,31,2023
K-Financial activities,<55,10,82,2353
K-Financial activities,<55,10,118,3642
K-Financial activities,<55,10,166,7951
K-Financial activities,<55,10,2,5975
K-Financial activities,<55,10,8,1734
K-Financial activities,<55,10,221,5752
K-Financial activities,<55,10,14,3806
K-Financial activities,<55,10,10,2956
K-Financial activities,<55,10,88,4212
K-Financial activities,<55,10,20,1827
K-Financial activities,<55,10,95,2719
K-Financial activities,<55,10,102,7703
K-Financial activities,<55,10,118,5066
K-Financial activities,<55,10,39,6115
K-Financial activities,<55,10,93,8747
K-Financial activities,<55,10,17,4435
K-Financial activities,<55,10,6,4380
K-Financial activities,<55,10,2,2950
K-Financial activities,<55,10,23,8265
K-Financial activities,<55,10,90,2945
K-Financial activities,<55,10,26,2230
K-Financial activities,<55,10,8,2845
K-Financial activities,<55,10,52,8245
K-Financial activities,<55,11,16,1350
K-Financial activities,<55,11,17,1815
K-Financial activities,<55,11,41,6646
K-Financial activities,<55,11,2,2967
K-Financial activities,<55,11,1,1851
K-Financial activities,<55,11,136,6385
K-Financial activities,<55,11,84,2197
K-Financial activities,<55,11,28,1545
K-Financial activities,<55,11,69,6911
K-Financial activities,<55,11,16,4036
K-Financial activities,<55,11,35,2420
K-Financial activities,<55,11,40,2510
K-Financial activities,<55,11,78,3405
K-Financial activities,<55,11,153,3973
K-Financial activities,<55,11,25,1997
K-Financial activities,<55,11,103,9292
K-Financial activities,<55,11,194,7415
K-Financial activities,<55,11,88,3374
K-Financial activities,<55,11,9,2291
K-Financial activities,<55,11,26,7315
K-Financial activities,<55,11,53,26403
K-Financial activities,<55,11,48,4837
K-Financial activities,<55,11,77,5313
K-Financial activities,<55,11,27,4313
K-Financial activities,<55,11,22,1740
K-Financial activities,<55,11,38,12789
K-Financial activities,<55,11,1,2000
K-Financial activities,<55,11,93,4513
K-Financial activities,<55,11,113,3205
K-Financial activities,<55,11,162,17922
K-Financial activities,<55,11,128,3774
K-Financial activities,<55,11,41,2458
K-Financial activities,<55,11,9,2079
K-Financial activities,<55,11,37,1886
K-Financial activities,<55,11,61,3974
K-Financial activities,<55,11,122,21840
K-Financial activities,<55,11,107,4255
K-Financial activities,<55,11,4,2456
K-Financial activities,<55,11,21,9843
K-Financial activities,<55,11,69,8412
K-Financial activities,<55,11,58,10530
K-Financial activities,<55,11,28,1750
K-Financial activities,<55,11,231,5292
K-Financial activities,<55,11,3,1547
K-Financial activities,<55,11,189,20211
K-Financial activities,<55,11,16,5106
K-Financial activities,<55,12,102,10692
K-Financial activities,<55,12,19,1941
K-Financial activities,<55,12,19,3077
K-Financial activities,<55,12,58,4098
K-Financial activities,<55,12,61,24564
K-Financial activities,<55,12,25,2051
K-Financial activities,<55,12,45,2324
K-Financial activities,<55,12,52,4121
K-Financial activities,<55,12,43,14448
K-Financial activities,<55,12,103,5097
K-Financial activities,<55,12,14,1402
K-Financial activities,<55,12,53,4870
K-Financial activities,<55,12,62,2939
K-Financial activities,<55,12,151,6573
K-Financial activities,<55,12,51,2162
K-Financial activities,<55,12,161,4081
K-Financial activities,<55,12,147,20553
K-Financial activities,<55,12,25,2034
K-Financial activities,<55,12,20,1831
K-Financial activities,<55,12,29,5357
K-Financial activities,<55,12,115,4225
K-Financial activities,<55,12,41,12147
K-Financial activities,<55,12,161,7055
K-Financial activities,<55,12,36,7572
K-Financial activities,<55,12,39,2290
K-Financial activities,<55,12,43,2682
K-Financial activities,<55,12,85,3121
K-Financial activities,<55,12,239,5272
K-Financial activities,<55,12,22,1874
K-Financial activities,<55,12,42,2698
K-Financial activities,<55,12,152,13795
K-Financial activities,<55,12,87,6883
K-Financial activities,<55,12,32,1805
K-Financial activities,<55,12,17,2535
K-Financial activities,<55,12,1,1440
K-Financial activities,<55,12,107,22791
K-Financial activities,<55,12,14,6396
K-Financial activities,<55,12,85,2474
K-Financial activities,<55,12,18,7933
K-Financial activities,<55,12,21,6060
K-Financial activities,<55,12,28,8897
K-Financial activities,<55,13,1,593
K-Financial activities,<55,13,43,2649
K-Financial activities,<55,13,13,11711
K-Financial activities,<55,13,25,2082
K-Financial activities,<55,13,30,2335
K-Financial activities,<55,13,51,4141
K-Financial activities,<55,13,148,5753
K-Financial activities,<55,13,29,2902
K-Financial activities,<55,13,24,2208
K-Financial activities,<55,13,81,7312
K-Financial activities,<55,13,46,26020
K-Financial activities,<55,13,26,1835
K-Financial activities,<55,13,58,4697
K-Financial activities,<55,13,19,3254
K-Financial activities,<55,13,15,1940
K-Financial activities,<55,13,11,5878
K-Financial activities,<55,13,10,2181
K-Financial activities,<55,13,13,12717
K-Financial activities,<55,13,43,4616
K-Financial activities,<55,13,21,5987
K-Financial activities,<55,13,109,23358
K-Financial activities,<55,13,76,2729
K-Financial activities,<55,13,37,4050
K-Financial activities,<55,13,30,1835
K-Financial activities,<55,13,18,4332
K-Financial activities,<55,13,22,7113
K-Financial activities,<55,13,93,10132
K-Financial activities,<55,13,137,6603
K-Financial activities,<55,13,93,4236
K-Financial activities,<55,13,54,8833
K-Financial activities,<55,13,11,2106
K-Financial activities,<55,13,126,13791
K-Financial activities,<55,13,122,8182
K-Financial activities,<55,13,11,2580
K-Financial activities,<55,13,60,3409
K-Financial activities,<55,13,157,18920
K-Financial activities,<55,13,26,4169
K-Financial activities,<55,13,19,2298
K-Financial activities,<55,13,126,3905
K-Financial activities,<55,13,69,3817
K-Financial activities,<55,13,20,3459
K-Financial activities,<55,14,26,4763
K-Financial activities,<55,14,23,1830
K-Financial activities,<55,14,29,2553
K-Financial activities,<55,14,16,9360
K-Financial activities,<55,14,94,12550
K-Financial activities,<55,14,22,6615
K-Financial activities,<55,14,103,5380
K-Financial activities,<55,14,8,1923
K-Financial activities,<55,14,102,6967
K-Financial activities,<55,14,130,16939
K-Financial activities,<55,14,41,11288
K-Financial activities,<55,14,40,4726
K-Financial activities,<55,14,7,3002
K-Financial activities,<55,14,29,2035
K-Financial activities,<55,14,69,3149
K-Financial activities,<55,14,4,7678
K-Financial activities,<55,14,91,4105
K-Financial activities,<55,14,3,1533
K-Financial activities,<55,14,84,8320
K-Financial activities,<55,14,44,20119
K-Financial activities,<55,14,12,2625
K-Financial activities,<55,14,105,4795
K-Financial activities,<55,14,22,3751
K-Financial activities,<55,14,46,2050
K-Financial activities,<55,14,11,2746
K-Financial activities,<55,14,26,2263
K-Financial activities,<55,14,58,4927
K-Financial activities,<55,14,65,4110
K-Financial activities,<55,14,100,6849
K-Financial activities,<55,14,10,1934
K-Financial activities,<55,14,13,2105
K-Financial activities,<55,14,34,2318
K-Financial activities,<55,14,10,2411
K-Financial activities,<55,14,87,21378
K-Financial activities,<55,14,13,1948
K-Financial activities,<55,14,5,10800
K-Financial activities,<55,14,65,4058
K-Financial activities,<55,14,18,7742
K-Financial activities,<55,14,4,10289
K-Financial activities,<55,14,58,6591
K-Financial activities,<55,15,45,3614
K-Financial activities,<55,15,101,6143
K-Financial activities,<55,15,3,3577
K-Financial activities,<55,15,58,8236
K-Financial activities,<55,15,23,2762
K-Financial activities,<55,15,33,5424
K-Financial activities,<55,15,2,4651
K-Financial activities,<55,15,44,2699
K-Financial activities,<55,15,2,1571
K-Financial activities,<55,15,52,7719
K-Financial activities,<55,15,11,3514
K-Financial activities,<55,15,13,12880
K-Financial activities,<55,15,18,2615
K-Financial activities,<55,15,22,7864
K-Financial activities,<55,15,37,11075
K-Financial activities,<55,15,37,24148
K-Financial activities,<55,15,21,5050
K-Financial activities,<55,15,62,2488
K-Financial activities,<55,15,77,7782
K-Financial activities,<55,15,74,4949
K-Financial activities,<55,15,18,2868
K-Financial activities,<55,15,1,2678
K-Financial activities,<55,15,53,4638
K-Financial activities,<55,15,74,12279
K-Financial activities,<55,15,20,9182
K-Financial activities,<55,15,90,25164
K-Financial activities,<55,15,36,2686
K-Financial activities,<55,15,10,2802
K-Financial activities,<55,15,15,2670
K-Financial activities,<55,15,45,4430
K-Financial activities,<55,15,69,3962
K-Financial activities,<55,15,3,4216
K-Financial activities,<55,15,106,17442
K-Financial activities,<55,15,115,6112
K-Financial activities,<55,15,19,1801
K-Financial activities,<55,15,5,5204
K-Financial activities,<55,15,19,2035
K-Financial activities,<55,15,7,1963
K-Financial activities,<55,15,22,2214
K-Financial activities,<55,16,33,5861
K-Financial activities,<55,16,44,6034
K-Financial activities,<55,16,23,2732
K-Financial activities,<55,16,48,7734
K-Financial activities,<55,16,16,2958
K-Financial activities,<55,16,42,6044
K-Financial activities,<55,16,36,1895
K-Financial activities,<55,16,1,4200
K-Financial activities,<55,16,17,6931
K-Financial activities,<55,16,94,5348
K-Financial activities,<55,16,50,21216
K-Financial activities,<55,16,57,2259
K-Financial activities,<55,16,10,2657
K-Financial activities,<55,16,37,10697
K-Financial activities,<55,16,17,1942
K-Financial activities,<55,16,49,14914
K-Financial activities,<55,16,13,1781
K-Financial activities,<55,16,19,2265
K-Financial activities,<55,16,10,1900
K-Financial activities,<55,16,30,3412
K-Financial activities,<55,16,43,2504
K-Financial activities,<55,16,30,2215
K-Financial activities,<55,16,94,16458
K-Financial activities,<55,16,18,2860
K-Financial activities,<55,16,18,3670
K-Financial activities,<55,16,3,10850
K-Financial activities,<55,16,28,7877
K-Financial activities,<55,16,70,3501
K-Financial activities,<55,16,46,4908
K-Financial activities,<55,16,54,4571
K-Financial activities,<55,16,19,2065
K-Financial activities,<55,16,41,27912
K-Financial activities,<55,16,1,4000
K-Financial activities,<55,16,2,2046
K-Financial activities,<55,16,4,2750
K-Financial activities,<55,16,71,3708
K-Financial activities,<55,16,1,4400
K-Financial activities,<55,16,26,5773
K-Financial activities,<55,17,31,4872
K-Financial activities,<55,17,35,7685
K-Financial activities,<55,17,48,3200
K-Financial activities,<55,17,29,5238
K-Financial activities,<55,17,15,2901
K-Financial activities,<55,17,43,2456
K-Financial activities,<55,17,101,4133
K-Financial activities,<55,17,26,2422
K-Financial activities,<55,17,1,3131
K-Financial activities,<55,17,26,12913
K-Financial activities,<55,17,21,2148
K-Financial activities,<55,17,51,23853
K-Financial activities,<55,17,84,5756
K-Financial activities,<55,17,15,1949
K-Financial activities,<55,17,12,6856
K-Financial activities,<55,17,25,4371
K-Financial activities,<55,17,112,5516
K-Financial activities,<55,17,83,7772
K-Financial activities,<55,17,23,13023
K-Financial activities,<55,17,21,1830
K-Financial activities,<55,17,39,2661
K-Financial activities,<55,17,33,2056
K-Financial activities,<55,17,56,5093
K-Financial activities,<55,17,17,2185
K-Financial activities,<55,17,43,5624
K-Financial activities,<55,17,15,2210
K-Financial activities,<55,17,18,2154
K-Financial activities,<55,17,37,4063
K-Financial activities,<55,17,43,6128
K-Financial activities,<55,17,59,9375
K-Financial activities,<55,17,64,4985
K-Financial activities,<55,17,88,21721
K-Financial activities,<55,17,150,18240
K-Financial activities,<55,18,22,5839
K-Financial activities,<55,18,30,8828
K-Financial activities,<55,18,67,2550
K-Financial activities,<55,18,11,2827
K-Financial activities,<55,18,30,2567
K-Financial activities,<55,18,28,1915
K-Financial activities,<55,18,54,9250
K-Financial activities,<55,18,52,2722
K-Financial activities,<55,18,53,5765
K-Financial activities,<55,18,42,2782
K-Financial activities,<55,18,60,5822
K-Financial activities,<55,18,105,8628
K-Financial activities,<55,18,51,25507
K-Financial activities,<55,18,34,1954
K-Financial activities,<55,18,171,14492
K-Financial activities,<55,18,21,2010
K-Financial activities,<55,18,21,11625
K-Financial activities,<55,18,26,3464
K-Financial activities,<55,18,166,5976
K-Financial activities,<55,18,101,18431
K-Financial activities,<55,18,32,3801
K-Financial activities,<55,18,129,4043
K-Financial activities,<55,18,85,2729
K-Financial activities,<55,18,26,4821
K-Financial activities,<55,18,48,5482
K-Financial activities,<55,18,11,7287
K-Financial activities,<55,18,93,4720
K-Financial activities,<55,18,16,4140
K-Financial activities,<55,18,122,6504
K-Financial activities,<55,18,12,1531
K-Financial activities,<55,18,71,4948
K-Financial activities,<55,18,21,3319
K-Financial activities,<55,19,3,7273
K-Financial activities,<55,19,20,1873
K-Financial activities,<55,19,46,6312
K-Financial activities,<55,19,109,16244
K-Financial activities,<55,19,7,1733
K-Financial activities,<55,19,34,2969
K-Financial activities,<55,19,49,19976
K-Financial activities,<55,19,55,5546
K-Financial activities,<55,19,10,20664
K-Financial activities,<55,19,70,9468
K-Financial activities,<55,19,14,2033
K-Financial activities,<55,19,25,11394
K-Financial activities,<55,19,24,3544
K-Financial activities,<55,19,3,4235
K-Financial activities,<55,19,8,4105
K-Financial activities,<55,19,108,19499
K-Financial activities,<55,19,57,10890
K-Financial activities,<55,19,5,4910
K-Financial activities,<55,19,14,2621
K-Financial activities,<55,19,5,1685
K-Financial activities,<55,19,80,6372
K-Financial activities,<55,19,42,3110
K-Financial activities,<55,19,39,7228
K-Financial activities,<55,19,72,4347
K-Financial activities,<55,19,24,4420
K-Financial activities,<55,19,68,7424
K-Financial activities,<55,19,32,2415
K-Financial activities,<55,19,33,4534
K-Financial activities,<55,19,12,1846
K-Financial activities,<55,19,8,9243
K-Financial activities,<55,19,25,2857
K-Financial activities,<55,19,53,4123
K-Financial activities,<55,20,66,15775
K-Financial activities,<55,20,49,4673
K-Financial activities,<55,20,17,11170
K-Financial activities,<55,20,19,2717
K-Financial activities,<55,20,16,2332
K-Financial activities,<55,20,26,6520
K-Financial activities,<55,20,57,6757
K-Financial activities,<55,20,100,19622
K-Financial activities,<55,20,24,4696
K-Financial activities,<55,20,11,1958
K-Financial activities,<55,20,46,8114
K-Financial activities,<55,20,56,7441
K-Financial activities,<55,20,2,5669
K-Financial activities,<55,20,1,500
K-Financial activities,<55,20,40,4749
K-Financial activities,<55,20,16,3366
K-Financial activities,<55,20,11,2297
K-Financial activities,<55,20,19,2011
K-Financial activities,<55,20,5,3889
K-Financial activities,<55,20,3,2395
K-Financial activities,<55,20,27,4040
